Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3,,
,,
,SN: 2130269553,SN: 2130269553
,SB 4000TL-21,SB 4000TL-21
,2130269553,2130269553
,Total yield,Day yield
,Counter,Analog
dd/MM/yyyy,kWh,kWh
01.02.2017,11028.225,11.966
02.02.2017,11053.295,25.07
03.02.2017,11078.42,25.125
04.02.2017,11103.507,25.087
05.02.2017,11114.163,10.656
06.02.2017,11121.57,7.407
07.02.2017,11147.447,25.877
08.02.2017,11171.85,24.403
09.02.2017,11191.815,19.965
10.02.2017,11212.086,20.271
11.02.2017,11229.472,17.386
12.02.2017,11241.44,11.968
13.02.2017,11253.676,12.236
14.02.2017,11268.061,14.385
15.02.2017,11292.514,24.453
16.02.2017,11315.242,22.728
17.02.2017,11335.578,20.336
18.02.2017,11355.573,19.995
19.02.2017,11368.174,12.601
20.02.2017,11386.547,18.373
21.02.2017,11411.339,24.792
22.02.2017,11434.73,23.391
23.02.2017,11457.49,22.76
24.02.2017,11468.33,10.84
25.02.2017,11492.312,23.982
26.02.2017,11515.292,22.98
27.02.2017,11537.401,22.109
28.02.2017,11559.064,21.663
